X,Y,OBJECTID,PLG_GPSDATE,PoleNum,FixtureType,Address,Predir,Street,StreetType,Height,Wattage,InstallDate,PoleType,Owner,PowerFeed,LampType
-116.175869655195683,43.544840771226816,1291429,2013-08-21T00:00:00.000Z,124C01,Cobrahead,450,E,GOWEN,RD,30,105,2013-08-20T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.176986804603985,43.545034802587402,1291430,2013-08-21T00:00:00.000Z,124C02,Cobrahead,448,E,GOWEN,RD,30,105,2013-08-20T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205386268610937,43.615613411748058,1291431,,122C01,Cobrahead,165,N,9TH,ST,35,182,2013-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.205182222180582,43.61553455048621,1291432,,122C02,Cobrahead,166,N,9TH,ST,35,182,2013-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.334174388696638,43.591134693454848,1291433,,125C04,Cobrahead,1508,S,CLOVERDALE,RD,30,105,2005-08-25T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.196848488550529,43.616923112252849,1291434,,126C03,Cobrahead,456,W,STATE,ST,35,80,2013-09-06T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.173377862671714,43.581003827358217,1291435,2013-09-19T00:00:00.000Z,128C01,Cobrahead,2450,S,APPLE,ST,35,182,2013-09-18T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.173381955406072,43.58107754373497,1291436,2013-09-19T00:00:00.000Z,128C02,Cobrahead,2450,S,APPLE,ST,35,182,2013-09-18T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.104899082874169,43.562626048293303,1291437,2013-09-20T00:00:00.000Z,00190C,Bell,6362,E,PLAYWRIGHT,ST,25,52,2013-09-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.104127012544012,43.56315371853367,1291438,2013-09-20T00:00:00.000Z,00189C,Bell,6379,E,GRAND PRAIRIE,DR,25,52,2013-09-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.105356401177602,43.563794874945422,1291439,2013-09-20T00:00:00.000Z,00188C,Bell,6319,E,GRAND PRAIRIE,DR,25,52,2013-09-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.106539301683711,43.564440189872037,1291440,2013-09-20T00:00:00.000Z,00187C,Bell,6203,E,GRAND PRAIRIE,DR,25,52,2013-09-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.107329440437994,43.563759548019796,1291441,2013-09-20T00:00:00.000Z,00186C,Bell,4209,S,RIVER BASIN,AVE,25,52,2013-09-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.106298239762552,43.563088824384415,1291442,2013-09-20T00:00:00.000Z,00185C,Bell,4303,S,MAYNARD,AVE,25,52,2013-09-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.105253673643404,43.562025538470046,1291443,2013-09-20T00:00:00.000Z,127C03,Cobrahead,6392,E,WARM SPRINGS,AVE,30,80,2013-09-11T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.106295616463541,43.562531681111786,1291444,2013-09-20T00:00:00.000Z,127C02,Cobrahead,6268,E,WARM SPRINGS,AVE,30,80,2013-09-11T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.107280283684503,43.562879223344552,1291445,2013-09-20T00:00:00.000Z,127C01,Cobrahead,6132,E,WARM SPRINGS,AVE,30,80,2013-09-11T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.253814371044186,43.595635256323135,1291446,,57645A,Cobrahead,915,S,CURTIS,RD,25,100,2013-07-26T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.253792987872799,43.596262701954529,1291447,,57644A,Cobrahead,859,S,CURTIS,RD,25,100,2013-07-26T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.25382352685952,43.597188393355616,1291448,,57643A,Cobrahead,793,S,CURTIS,RD,25,100,2013-07-26T00:00:00.000Z,Metal,Idaho Power,Overhead,High Pressure Sodium
-116.253751823357277,43.594063008049567,1291449,,57646A,Cobrahead,1115,S,CURTIS,RD,25,100,2013-07-26T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.253775302729935,43.593231041542474,1291450,,57647A,Cobrahead,1215,S,CURTIS,RD,25,100,2013-07-26T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.25373909409339,43.598918816629961,1291451,,57642A,Cobrahead,651,S,CURTIS,RD,25,100,2013-07-26T00:00:00.000Z,Metal,Idaho Power,Overhead,High Pressure Sodium
-116.204246142499329,43.612910095104866,1291452,2013-10-21T00:00:00.000Z,129C07,Historical,380,S,CAPITOL,BLVD,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.204089778180091,43.613055470441402,1291453,2013-10-21T00:00:00.000Z,129C08,Historical,370,S,CAPITOL,BLVD,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203952560803671,43.613202870707688,1291454,2013-10-21T00:00:00.000Z,129C09,Historical,320,S,CAPITOL,BLVD,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203842409975863,43.613314108033933,1291455,2013-10-21T00:00:00.000Z,129C10,Historical,304,S,CAPITOL,BLVD,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203671274208503,43.613315061605888,1291456,2013-10-21T00:00:00.000Z,129C11,Cobrahead,631,W,FRONT,ST,35,105,1993-04-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203479323734427,43.613213983371715,1291457,2013-10-21T00:00:00.000Z,129C12,Historical,621,W,FRONT,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203305652912718,43.613113883605337,1291458,2013-10-21T00:00:00.000Z,129C13,Historical,615,W,FRONT,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203128113666864,43.613008472590451,1291459,2013-10-21T00:00:00.000Z,129C14,Historical,609,W,FRONT,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.202951408462241,43.612902812490141,1291460,2013-10-21T00:00:00.000Z,129C15,Historical,601,W,FRONT,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.20285922269845,43.612761931235639,1291461,2013-10-21T00:00:00.000Z,129C16,Historical,301,S,6TH,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.202985741899766,43.61262903053148,1291462,2013-10-21T00:00:00.000Z,129C17,Historical,343,S,6TH,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203258137928344,43.612333773200305,1291463,2013-10-21T00:00:00.000Z,129C01,Historical,371,S,6TH,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203324950326007,43.612266335112842,1291464,2013-10-21T00:00:00.000Z,129C02,Cobrahead,391,S,6TH,ST,35,53,1988-08-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203548249838065,43.612306815985441,1291465,2013-10-21T00:00:00.000Z,129C03,Historical,604,W,BROAD,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203736439835197,43.612401069938137,1291466,2013-10-21T00:00:00.000Z,129C04,Historical,618,W,BROAD,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.229268768214212,43.624192099122162,1291467,2013-10-29T00:00:00.000Z,116C07,Cobrahead,353,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.228981190606177,43.624248648048656,1291468,2013-10-29T00:00:00.000Z,116C08,Cobrahead,344,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.229290010534115,43.624589704710722,1291469,2013-10-29T00:00:00.000Z,116C09,Cobrahead,353,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.229291845883594,43.62544580553736,1291470,2013-10-29T00:00:00.000Z,116C10,Cobrahead,569,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.229275151214893,43.626172320994996,1291471,2013-10-29T00:00:00.000Z,120C12,Cobrahead,569,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.228964029264887,43.626197117046765,1291472,2013-10-29T00:00:00.000Z,120C13,Cobrahead,584,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.229979512768097,43.628501558982478,1291473,2013-10-29T00:00:00.000Z,120C01,Cobrahead,694,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.229806828766229,43.628707263824872,1291474,2013-10-29T00:00:00.000Z,120C02,Cobrahead,694,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.229501542541513,43.628914709667939,1291475,2013-10-29T00:00:00.000Z,120C03,Cobrahead,3110,W,STEWART,AVE,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.230046593357358,43.629508587146084,1291476,2013-10-29T00:00:00.000Z,120C05,Cobrahead,708,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.229904692898131,43.62907939779285,1291477,2013-10-29T00:00:00.000Z,120C04,Cobrahead,708,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.230261287020213,43.629236030392839,1291478,2013-10-29T00:00:00.000Z,120C06,Cobrahead,709,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.230422398988253,43.62897137001611,1291479,2013-10-29T00:00:00.000Z,120C07,Cobrahead,709,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.230624363456357,43.628766059588372,1291480,2013-10-29T00:00:00.000Z,120C08,Cobrahead,709,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.230317186753467,43.628640351260252,1291481,2013-10-29T00:00:00.000Z,120C09,Cobrahead,691,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.230169677202611,43.62819306657763,1291482,2013-10-29T00:00:00.000Z,120C10,Cobrahead,691,N,WHITEWATER,BLVD,35,250,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.22963652127099,43.627195672469988,1291483,2013-10-29T00:00:00.000Z,120C11,Cobrahead,673,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.23062060300299,43.630217163202069,1291484,2013-10-29T00:00:00.000Z,120C14,Cobrahead,735,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.230943525905104,43.631224366123682,1291485,2013-10-29T00:00:00.000Z,120C15,Cobrahead,783,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.206461131912008,43.612396556216382,1291486,,20C40,Historical,508,S,8TH,ST,13,70,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.332696624137455,43.604765100698572,1291487,2013-11-04T00:00:00.000Z,117C08,Cobrahead,12125,W,FRANKLIN,RD,30,105,2013-10-30T00:00:00.000Z,Metal,Boise City,Overhead,LED
-116.333490093443928,43.604764768360603,1291488,2013-11-04T00:00:00.000Z,117C07,Cobrahead,12129,W,FRANKLIN,RD,30,105,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.230792125318942,43.632050869178357,1291489,2013-11-01T00:00:00.000Z,121C08,Cobrahead,841,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.230092461219229,43.632718438540593,1291490,2013-11-01T00:00:00.000Z,121C07,Cobrahead,903,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.228759883277462,43.633324064933966,1291491,2013-11-01T00:00:00.000Z,121C06,Cobrahead,1006,N,WHITEWATER,BLVD,35,190,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.227282030494635,43.634439242905955,1291492,2013-11-01T00:00:00.000Z,121C03,Cobrahead,3161,W,STATE,ST,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.227079743875535,43.634664579621166,1291493,2013-11-01T00:00:00.000Z,121C01,Cobrahead,3040,W,STATE,ST,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.227409229338534,43.634823846707867,1291494,2013-11-01T00:00:00.000Z,121C02,Cobrahead,3102,W,STATE,ST,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.228303974598418,43.634042854247596,1291495,2013-11-01T00:00:00.000Z,121C05,Cobrahead,1107,N,WHITEWATER,BLVD,35,124,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.227636574436104,43.634566919438278,1291496,2013-11-04T00:00:00.000Z,121C04,Cobrahead,3201,W,STATE,ST,35,124,2013-08-30T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.187094347289886,43.601668661975836,1291497,,85446A,Cobrahead,620,S,WALNUT,ST,25,100,2013-09-24T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.168344411304687,43.577252743915608,1291498,2013-11-08T00:00:00.000Z,00192C,Shoebox,2724,S,HOLDEN,LN,25,100,2013-11-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.15042825258503,43.59018695334283,1291499,2013-11-08T00:00:00.000Z,00193C,Shoebox,2978,E,WINDSONG,DR,25,100,2013-11-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.149310784620397,43.590471593586535,1291500,2013-11-08T00:00:00.000Z,00194C,Shoebox,3000,E,WINDSONG,DR,25,100,2013-11-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.148468982516192,43.590283571821686,1291501,2013-11-08T00:00:00.000Z,00195C,Shoebox,3100,E,WINDSONG,DR,25,100,2013-11-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.147884365699397,43.589699194253306,1291502,2013-11-08T00:00:00.000Z,00196C,Shoebox,3198,E,WINDSONG,DR,25,100,2013-11-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.147330381405141,43.590373242264135,1291503,2013-11-08T00:00:00.000Z,00197C,Shoebox,3205,E,BIRDSONG,DR,25,100,2013-11-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.188790922827678,43.616096180742311,1291504,,00198C,Shoebox,201,E,GARRISON,RD,25,100,2013-10-15T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.173564624365014,43.558263946568417,1291505,2013-12-04T00:00:00.000Z,854066A,Cobrahead,4855,S,APPLE,ST,25,100,2013-10-25T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.1735571687678,43.559415807471261,1291506,2013-12-04T00:00:00.000Z,854065A,Cobrahead,4793,S,APPLE,ST,25,100,2013-10-25T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.173545117514308,43.560205377761889,1291507,2013-12-04T00:00:00.000Z,854064A,Cobrahead,4717,S,APPLE,ST,25,100,2013-10-25T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.305030685811388,43.584451247617004,1291508,2013-11-29T00:00:00.000Z,00199C,Shoebox,9901,W,CROWN,DR,25,58,2013-11-26T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.328625589611278,43.578138076015854,1291509,2013-12-04T00:00:00.000Z,00201C,Shoebox,11713,W,TIOGA,ST,25,58,2013-11-26T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.327971851922186,43.576681172653586,1291510,2013-12-04T00:00:00.000Z,00202C,Shoebox,11701,W,PECONIC,DR,25,58,2013-11-26T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.330653632864482,43.577212584950026,1291511,2013-12-04T00:00:00.000Z,00203C,Shoebox,11892,W,PECONIC,DR,25,58,2013-11-26T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.142256836615971,43.55638737601619,1291512,2013-11-29T00:00:00.000Z,00204C,Shoebox,3313,E,SWEETWATER,DR,25,58,2013-11-26T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.101690410416765,43.527820808014297,1291513,2013-12-06T00:00:00.000Z,00208C,Shoebox,6633,,BLACK GOLD,ST,25,100,2013-12-09T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.100040533169164,43.528384980272151,1291514,2013-12-06T00:00:00.000Z,00206C,Shoebox,8088,S,BOGUS RIDGE,WAY,25,100,2013-12-09T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.100188388672166,43.528912985465865,1291515,2013-12-06T00:00:00.000Z,00205C,Shoebox,6752,E,BEAR RIDGE,CT,25,100,2013-12-09T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.10020965505062,43.527949784529021,1291516,2013-12-06T00:00:00.000Z,00207C,Shoebox,6748,E,BLACK GOLD,ST,25,100,2013-12-09T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.199208316285464,43.610835718721638,1291517,,00345C,Cobrahead,290,W,FRONT,ST,30,105,1988-08-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.248757622635495,43.575363344160309,1291518,2014-01-07T00:00:00.000Z,131C08,Shoebox,5400,W,VICTORY,RD,25,250,2004-12-01T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.249985247569114,43.575394049868436,1291519,2014-01-07T00:00:00.000Z,131C07,Shoebox,5460,W,VICTORY,RD,25,250,2004-12-01T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.25129320078166,43.575405021411214,1291520,2014-01-07T00:00:00.000Z,131C06,Shoebox,5600,W,VICTORY,RD,25,250,2004-12-01T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.252395527036299,43.575403243253326,1291521,2014-01-07T00:00:00.000Z,131C05,Shoebox,5740,W,VICTORY,RD,25,250,2004-12-01T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.1926414521825,43.659655581139354,1291522,2014-02-26T00:00:00.000Z,00217C,Shoebox,523,,W PASO FINO DR,,25,100,2014-02-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.192568975521212,43.658608623971645,1291523,2014-02-26T00:00:00.000Z,00218C,Shoebox,593,,W PASO FINO DR,,25,100,2014-02-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.192756332804493,43.660527101976463,1291524,2014-02-26T00:00:00.000Z,00216C,Shoebox,492,,W PASO FINO DR,,25,100,2014-02-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.191639931603262,43.660304028476972,1291525,2014-02-26T00:00:00.000Z,00215C,Shoebox,451,,W PASO FINO DR,,25,100,2014-02-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.192313858161427,43.661501785614512,1291526,2014-02-26T00:00:00.000Z,00213C,Shoebox,4949,N,MOUNTAINSIDE,LN,25,100,2014-02-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.191231387792158,43.660968611457186,1291527,2014-02-26T00:00:00.000Z,00214C,Shoebox,4872,N,MOUNTAINSIDE,LN,25,100,2014-02-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.190148957564404,43.660401066997792,1291528,2014-02-26T00:00:00.000Z,133C01,Shoebox,4803,N,BOGUS BASIN,RD,30,250,2014-02-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.329739310141434,43.629888384981932,1291529,2014-03-13T00:00:00.000Z,00228C,Shoebox,2743,N,COOLWATER,AVE,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.329624443261238,43.629071430157886,1291530,2014-03-13T00:00:00.000Z,00227C,Shoebox,2650,N,COOLWATER,AVE,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.330842677019518,43.629059314254242,1291531,2014-03-13T00:00:00.000Z,00224C,Shoebox,11921,W,ABRAM,ST,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.330936339463094,43.629815150988627,1291532,2014-03-13T00:00:00.000Z,00223C,Shoebox,11934,W,ARDYCE,ST,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.331732034650258,43.629187736741009,1291533,2014-03-13T00:00:00.000Z,00225C,Shoebox,11990,W,ABRAM,ST,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.333150061946242,43.629199060293118,1291534,2014-03-13T00:00:00.000Z,00226C,Shoebox,12095,W,ABRAM,ST,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.33336710019131,43.629953103890593,1291535,2014-03-13T00:00:00.000Z,00221C,Shoebox,12102,W,ARDYCE,ST,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.331906379912979,43.629960740810183,1291536,2014-03-13T00:00:00.000Z,00222C,Shoebox,12006,W,ARDYCE,ST,25,100,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.334278069219081,43.629998338422716,1291537,2014-03-13T00:00:00.000Z,106C12,Shoebox,2700,N,CLOVERDALE,RD,30,250,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.334275533723783,43.629190152805201,1291538,2014-03-13T00:00:00.000Z,106C13,Shoebox,2644,N,CLOVERDALE,RD,30,250,2014-03-07T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.332841363640725,43.59020454852228,1291539,,854280A,Cobrahead,10293,W,OVERLAND,RD,30,250,2014-03-20T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.331990478000108,43.590201542925399,1291540,,854281A,Cobrahead,11983,W,OVERLAND,RD,30,250,2014-03-20T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.334293110390149,43.582370875492003,1291541,,00918B,Shoebox,2218,S,CLOVERDALE,RD,35,250,2014-07-08T00:00:00.000Z,Metal,ACHD,Underground,High Pressure Sodium
-116.193438575991252,43.632488329322868,1291542,,00234C,Shoebox,488,,W MESA GRANDE LN,,25,100,2014-04-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.193860753625827,43.632108816545603,1291543,,00232C,Shoebox,495,,W MESA GRANDE LN,,25,100,2014-04-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.193304099238787,43.632093401176242,1291544,,00233C,Shoebox,479,,W TERRA COTTA LN,,25,100,2014-04-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.194940676916886,43.631509246287713,1291545,,00231C,Shoebox,575,,W MESA GRANDE LN,,25,100,2014-04-14T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.138805024123243,43.578170310339722,1291546,2014-05-02T00:00:00.000Z,00237C,Cobrahead,3627,E,WARM SPRINGS,AVE,35,163,2014-04-29T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.147647244261336,43.522584943606205,1291547,2014-05-21T00:00:00.000Z,139C02,Shoebox,8621,S,FEDERAL,WAY,30,250,2014-05-20T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.147931988233992,43.523221858655205,1291548,2014-05-21T00:00:00.000Z,139C01,Shoebox,8625,S,FEDERAL,WAY,30,250,2014-05-20T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.257431400681412,43.61006391844105,1291549,2014-05-23T00:00:00.000Z,137C01,Shoebox,6100,W,DENTON,ST,25,100,2014-06-02T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.258491195470228,43.61020261194836,1291550,2014-05-23T00:00:00.000Z,137C02,Shoebox,6176,W,DENTON,ST,25,100,2014-06-02T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.215094585755509,43.65614406614322,1291551,2014-07-02T00:00:00.000Z,00239C,Shoebox,2271,,W BENT BOW CT,,25,53,2014-07-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.294127828033012,43.62651200086902,1291552,2014-07-07T00:00:00.000Z,141C03,Shoebox,2370,N,MAPLE GROVE,RD,30,250,2014-06-06T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.294133629385001,43.626724368280641,1291553,2014-07-07T00:00:00.000Z,141C02,Shoebox,2410,N,MAPLE GROVE,RD,30,250,2014-06-06T00:00:00.000Z,Metal,ACHD,Underground,High Pressure Sodium
-116.294357013764824,43.626729253064326,1291554,2014-07-07T00:00:00.000Z,141C01,Shoebox,2411,N,MAPLE GROVE,RD,30,250,2014-06-06T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.300580551722263,43.631399852210414,1291555,2014-07-10T00:00:00.000Z,00246C,Shoebox,9507,,W WOODLAND ST,,25,100,2014-07-09T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.301501301297122,43.631205972793062,1291556,2014-07-10T00:00:00.000Z,00241C,Shoebox,2898,N,LINDA VISTA,LN,25,100,2014-07-09T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.143525354006314,43.578781273764179,1291557,2014-07-17T00:00:00.000Z,00248C,Shoebox,3333,,E PARSNIP PEAK DR,,25,53,2014-07-17T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.142381433357983,43.578829377127271,1291558,2014-07-17T00:00:00.000Z,00249C,Shoebox,3410,,E PARSNIP PEAK DR,,25,53,2014-07-17T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.233450898011043,43.593523233367065,1291559,,854638A,Cobrahead,1124,S,ROOSEVELT,ST,25,100,2014-03-05T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.207201579039548,43.617388320010313,1291560,,134C07,Cobrahead,1101,W,MAIN,ST,35,158,2014-07-17T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.20727096490441,43.617442849944283,1291561,,134C04,Historical,1109,W,MAIN,ST,13,70,2014-04-18T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.207474338660788,43.617543822527253,1291562,,134C03,Historical,1111,W,MAIN,ST,13,70,2014-04-18T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.207887622223367,43.617755135358259,1291563,,134C02,Historical,1189,W,MAIN,ST,13,70,2014-04-18T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.20804341308677,43.617834373695963,1291564,,134C01,Historical,1199,W,MAIN,ST,13,70,2014-04-18T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.215942933269986,43.618750301255226,1291565,,854642A,Cobrahead,515,S,AMERICANA,BLVD,25,250,2014-07-02T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.177647234811573,43.597522693953124,1291566,,34C50,Shoebox,481,E,BAYBROOK,CT,30,250,,Metal,Boise City,Underground,High Pressure Sodium
