X,Y,OBJECTID,PLG_GPSDATE,PoleNum,FixtureType,Address,Predir,Street,StreetType,Height,Wattage,InstallDate,PoleType,Owner,PowerFeed,LampType
-116.199976839505013,43.61395465298699,1287979,,159C02,Cobrahead,504,E,MAIN,ST,30,105,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.19991844152031,43.613717609786669,1287980,,159C01,Cobrahead,421,W,MAIN,ST,35,105,1989-06-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.200719945103842,43.613198620829749,1287981,,00980A,Cobrahead,119,S,5TH,ST,35,100,1986-03-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.205981479499343,43.620185866028173,1287982,2002-05-08T00:00:00.000Z,39C14,Shoebox,1119,W,JEFFERSON,ST,35,53,1999-01-10T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.210645142252545,43.622611222252722,1287983,,07040C,Cobrahead,1521,W,JEFFERSON,ST,35,105,1984-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.209286049338701,43.622072005611038,1287984,,00C192,Historical,1420,W,JEFFERSON,ST,13,70,2011-10-10T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.209043458067612,43.62195046394654,1287985,,00C191,Historical,1416,W,JEFFERSON,ST,13,70,2011-10-10T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.252538414243404,43.604833546955362,1287986,2013-08-05T00:00:00.000Z,00177C,Shoebox,51,N,BEACH,ST,25,100,2013-08-01T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.351328258629849,43.648287105342625,1287987,,00425C,Cobrahead,13497,W,MCMILLAN,RD,20,163,2015-10-14T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.210732547880028,43.622808197781104,1287988,,07041C,Cobrahead,1600,W,JEFFERSON,ST,35,105,1984-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.211324139520926,43.624005208030766,1287989,,07880C,Cobrahead,1701,W,STATE,ST,35,105,1982-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.212317229854946,43.624497687075539,1287990,,08311C,Cobrahead,1799,W,STATE,ST,35,105,1982-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.212930081445862,43.623907166987458,1287991,,08180A,Cobrahead,1798,W,JEFFERSON,ST,35,100,1983-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.212005768068579,43.623272977066378,1287992,,07760A,Cobrahead,337,N,17TH,ST,35,100,1984-10-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.212580063159479,43.622456827011625,1287993,,07520A,Cobrahead,1699,W,BANNOCK,ST,35,100,1984-10-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.213317946846814,43.621679100838747,1287994,,07720A,Cobrahead,112,N,17TH,ST,35,100,1984-10-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.212681625051275,43.620436677655945,1287995,,07090C,Cobrahead,1598,W,MAIN,ST,35,105,1996-09-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.213128814765611,43.620036440872603,1287996,,07080A,Cobrahead,106,N,16TH,ST,35,100,1983-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.21306700988319,43.620346826150531,1287997,,07100C,Cobrahead,1601,W,MAIN,ST,35,105,1983-04-01T00:00:00.000Z,Metal,ACHD,Overhead,LED
-116.212837741731548,43.62023820422452,1287998,,07115C,Cobrahead,1598,W,MAIN,ST,35,105,1988-05-01T00:00:00.000Z,Metal,ACHD,Overhead,LED
-116.212364115334353,43.621130924788226,1287999,,07010C,Cobrahead,1601,W,IDAHO,ST,35,80,1987-05-01T00:00:00.000Z,Metal,ACHD,Overhead,LED
-116.212194681263739,43.6213165940488,1288000,,07000C,Cobrahead,1600,W,IDAHO,ST,35,80,1987-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.211999263434109,43.621190861005431,1288001,,06995C,Cobrahead,1598,W,IDAHO,ST,35,80,1987-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.212115798826346,43.621000434107572,1288002,,07005C,Cobrahead,1598,W,IDAHO,ST,35,80,1987-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.211413374313608,43.62184847215218,1288003,,06620A,Cobrahead,1599,W,BANNOCK,ST,40,100,1983-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.210418982969557,43.621302500865575,1288004,,06060A,Cobrahead,1503,W,BANNOCK,ST,40,100,1988-05-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.210813102329993,43.620577346890769,1288005,,06340C,Cobrahead,1498,W,IDAHO,ST,35,105,1987-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.211548245394454,43.61985904839139,1288006,,06421C,Cobrahead,1498,W,MAIN,ST,35,105,1996-08-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.212276690944194,43.619050822880645,1288007,,06220C,Cobrahead,1420,W,GROVE,ST,35,105,1987-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.211726043995725,43.619656545103034,1288008,,06420C,Cobrahead,1499,W,MAIN,ST,35,105,1987-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.210716103271821,43.619171328876511,1288009,,90C33,Shoebox,1401,W,MAIN,ST,35,122,1984-01-01T00:00:00.000Z,Metal,ACHD,Overhead,LED
-116.210357079264043,43.619251466346732,1288010,,90C35,Shoebox,1398,W,MAIN,ST,35,122,1984-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.209793271154638,43.619833718856157,1288011,,173C03,Cobrahead,1399,W,IDAHO,ST,35,80,1984-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.209839593716396,43.620111246036608,1288012,,173C01,Cobrahead,1400,W,IDAHO,ST,35,122,1984-01-01T00:00:00.000Z,Metal,ACHD,Overhead,LED
-116.208897925653631,43.620761722146234,1288013,,05620A,Cobrahead,302,N,14TH,ST,35,100,1983-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.20825132177356,43.619892198829824,1288014,,31340C,Cobrahead,221,N,13TH,ST,30,80,1994-06-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.20867276818737,43.619501609904162,1288015,,53490C,Cobrahead,1301,W,IDAHO,ST,35,122,2015-10-16T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.208812461461065,43.61935013174466,1288016,,53480C,Cobrahead,117,N,13TH,ST,35,122,2015-10-16T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.207539666846401,43.620400112604074,1288017,,53510B,Shoebox,329,N,13TH,ST,30,250,,Metal,Boise City,Underground,High Pressure Sodium
-116.206552410767856,43.619541713914103,1288018,2002-05-08T00:00:00.000Z,39C18,Cobrahead,304,N,12TH,ST,80,,1999-01-10T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.194194362321838,43.60824737860797,1288019,2000-05-09T00:00:00.000Z,107C35,Shoebox,307,E,FRONT,ST,35,80,1989-03-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.195388687414336,43.608823059360724,1288020,2005-06-02T00:00:00.000Z,107C41,Cobrahead,251,E,FRONT,ST,40,80,2005-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.197051511064799,43.609829954274659,1288021,2000-12-09T00:00:00.000Z,11C01,Cobrahead,102,W,FRONT,ST,35,80,1988-08-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.199012067181442,43.610507690515959,1288022,2000-05-09T00:00:00.000Z,31C16,Cobrahead,217,W,FRONT,ST,35,80,1988-08-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.19943254071022,43.610953326930272,1288023,2000-05-09T00:00:00.000Z,31C03,Cobrahead,302,W,FRONT,ST,35,80,1988-08-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.200551892483702,43.61158616574717,1288024,2000-05-09T00:00:00.000Z,31C02,Cobrahead,412,W,FRONT,ST,35,80,1988-08-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.201604964431382,43.612313719143046,1288025,2000-07-21T00:00:00.000Z,32C06,Cobrahead,502,W,FRONT,ST,35,53,1988-08-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.200904193711764,43.61376858699348,1288026,,01320A,Cobrahead,513,W,MAIN,ST,40,100,1983-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.206722357079684,43.619700657041982,1288027,,53220C,Cobrahead,1200,W,BANNOCK,ST,25,80,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.207119864929638,43.619832782821554,1288028,,53210C,Cobrahead,1205,W,BANNOCK,ST,25,80,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.207511968635785,43.619843293959661,1288029,,53230C,Cobrahead,1217,W,BANNOCK,ST,25,80,1994-06-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.206913961347666,43.619544899006549,1288030,,53250C,Cobrahead,1201,W,BANNOCK,ST,35,80,1992-02-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.206797186484579,43.619331579519546,1288031,,53240C,Cobrahead,290,N,12TH,ST,35,80,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.207097594911886,43.61930003791781,1288032,,53265C,Cobrahead,251,N,12TH,ST,35,80,1988-05-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.20708941098286,43.619030390792666,1288033,,53270C,Cobrahead,208,N,12TH,ST,25,80,1988-05-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.208533562827824,43.619220049476759,1288034,,53470C,Cobrahead,1299,W,IDAHO,ST,35,80,1994-06-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.209404663762101,43.618733019636629,1288035,,53550C,Shoebox,1300,W,MAIN,ST,35,122,2015-10-16T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.211124395858945,43.618497636345246,1288036,,05760A,Cobrahead,1398,W,GROVE,ST,35,200,1983-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.210827843767888,43.617240459436104,1288037,,05272C,Cobrahead,219,N,13TH,ST,35,105,1993-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.210263094042887,43.617819974520316,1288038,,05340C,Cobrahead,201,S,13TH,ST,35,80,1996-06-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.210016813229828,43.617706615044099,1288039,,05346C,Cobrahead,1299,W,GROVE,ST,35,80,1996-06-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.209937771657906,43.617876521947721,1288040,,05320C,Cobrahead,198,S,13TH,ST,35,80,1996-06-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.198737176120503,43.609862908973874,1288041,2013-08-05T00:00:00.000Z,113C06,Historical,202,W,BROAD,ST,13,70,2013-08-02T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.204120927679227,43.61260432219489,1288042,2013-10-21T00:00:00.000Z,129C05,Historical,630,W,BROAD,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.204312619056978,43.612695672167845,1288043,2013-10-21T00:00:00.000Z,129C06,Historical,640,W,BROAD,ST,13,70,2013-10-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.209181565364318,43.618626855548172,1288044,,53580C,Shoebox,1298,W,MAIN,ST,35,122,2015-10-16T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.208505355851315,43.616056572286489,1288045,,04325C,Cobrahead,1100,W,FRONT,ST,40,105,1993-04-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.20887519400361,43.616658078109708,1288046,,04320A,Cobrahead,1115,W,GROVE,ST,35,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.207952742580048,43.616619912000829,1288047,2001-02-05T00:00:00.000Z,67C01,Cobrahead,1101,W,GROVE,ST,35,80,2000-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.201088417700845,43.617902210890215,1288048,2000-01-01T00:00:00.000Z,47C11,Cobrahead,402,N,8TH,ST,35,80,1980-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.199733546551712,43.617059748538061,1288049,,38C09,Cobrahead,601,,JEFFERSON,ST,20,80,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.20061246748223,43.616573156588927,1288050,,19879C,Cobrahead,622,W,BANNOCK,ST,35,80,1988-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.199957717924164,43.616211288040923,1288051,,52084C,Cobrahead,506,W,BANNOCK,ST,35,80,1984-12-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.200871521288306,43.616722636605985,1288052,,15650C,Cobrahead,701,W,BANNOCK,ST,35,80,1988-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.200626208851048,43.617494228020632,1288053,2000-05-09T00:00:00.000Z,38C15,Shoebox,703,W,JEFFERSON,ST,35,53,1987-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.201283353349041,43.617771940916349,1288054,2000-01-01T00:00:00.000Z,47C12,Cobrahead,398,N,8TH,ST,35,80,1980-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.201154398301298,43.614554047020036,1288055,2000-07-25T00:00:00.000Z,41C40,Shoebox,101,N,6TH,ST,30,53,1986-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.201295252032907,43.61443305066058,1288056,2000-07-25T00:00:00.000Z,41C05,Shoebox,601,W,MAIN,ST,35,53,1986-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202159420527352,43.613253422091205,1288057,,01445A,Cobrahead,250,S,6TH,ST,40,100,1986-03-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.202651336498207,43.613025345289572,1288058,2000-07-21T00:00:00.000Z,32C01,Cobrahead,600,W,FRONT,ST,40,53,1988-08-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202808560032736,43.613601620173185,1288059,,01840A,Cobrahead,620,W,FRONT,ST,35,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.202963607819242,43.614138986398615,1288060,2000-07-25T00:00:00.000Z,40C070,Cobrahead,200,S,CAPITOL,BLVD,35,80,1986-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.202886487075617,43.614297231886162,1288061,2000-07-25T00:00:00.000Z,40C069,Cobrahead,176,,CAPITOL,BLVD,35,80,2000-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.201294220444041,43.618072549677386,1288062,2000-01-01T00:00:00.000Z,47C09,Cobrahead,401,N,8TH,ST,35,80,1980-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202842855382713,43.618800759872812,1288063,,52685C,Cobrahead,910,W,JEFFERSON,ST,35,80,1992-11-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.202524522941559,43.618644123794851,1288064,,104C11,Cobrahead,900,W,JEFFERSON,ST,35,80,1988-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202263897412138,43.618512905343614,1288065,,52620C,Cobrahead,840,W,JEFFERSON,ST,35,80,1984-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202410192097801,43.618376786379443,1288066,,52670C,Cobrahead,352,N,9TH,ST,35,80,1988-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202644227653153,43.618512342306637,1288067,,52660C,Cobrahead,317,N,9TH,ST,35,80,1988-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.20515889346423,43.619255308371294,1288068,,04171B,Shoebox,330,N,11TH,ST,35,250,1992-11-01T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.205337967341265,43.618969146998118,1288069,,53020C,Cobrahead,1024,W,BANNOCK,ST,35,80,1992-11-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.204431955200604,43.618488433626787,1288070,,52790C,Cobrahead,1007,W,BANNOCK,ST,35,80,1989-06-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.203530996370361,43.61855252926577,1288071,,03020A,Cobrahead,915,W,JEFFERSON,ST,35,100,1983-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.203110623478082,43.61825726209085,1288072,,03000A,Cobrahead,315,N,9TH,ST,35,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.202404093052991,43.61794100895419,1288073,,02400A,Cobrahead,350,N,9TH,ST,30,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.201660217929415,43.617678731964233,1288074,,52420C,Cobrahead,325,N,8TH,ST,35,80,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.202487782004368,43.617485999176708,1288075,,02391C,Cobrahead,816,W,BANNOCK,ST,35,80,1982-12-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.200469897176461,43.615774438228655,1288076,,01560A,Cobrahead,610,W,IDAHO,ST,35,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.200793392926087,43.615993121213478,1288077,,01580A,Cobrahead,619,W,BANNOCK,ST,35,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.200834290017667,43.616413674890438,1288078,2000-07-25T00:00:00.000Z,40C042,Shoebox,621,W,BANNOCK,ST,35,53,1986-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.154263681915054,43.575222447812124,1288079,2011-02-25T00:00:00.000Z,85C02,Cobrahead,2914,E,PARKCENTER,BLVD,35,80,2011-02-25T00:00:00.000Z,Metal,ACHD,Overhead,LED
-116.241603892906099,43.655573870719074,1288080,,57533B,Shoebox,3904,N,HAWTHORNE,DR,30,250,2011-03-13T00:00:00.000Z,Metal,Boise City,Overhead,High Pressure Sodium
-116.240734578088279,43.655557583194749,1288081,,57534B,Shoebox,3906,N,OAK PARK,PL,25,100,2011-03-13T00:00:00.000Z,Metal,Boise City,Overhead,High Pressure Sodium
-116.23922414473455,43.655541618737281,1288082,,57535B,Shoebox,3910,N,TAMARACK,AVE,25,100,2011-03-13T00:00:00.000Z,Metal,Boise City,Overhead,High Pressure Sodium
-116.140512115717343,43.564049211118231,1288083,,57536A,Cobrahead,3437,E,BOISE,AVE,25,250,2011-03-11T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.201033146061391,43.616499468631176,1288084,,19878C,Cobrahead,700,W,BANNOCK,ST,35,80,1988-12-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.20260689681578,43.616412842509483,1288085,,02530C,Cobrahead,222,N,8TH,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202723093203971,43.616289229859937,1288086,,31290C,Cobrahead,190,N,8TH,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202067105356875,43.617279538890244,1288087,,02390C,Cobrahead,800,W,BANNOCK,ST,35,80,1982-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.203183323727728,43.617631387098349,1288088,,15655C,Cobrahead,226,N,9TH,ST,35,80,1988-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.203390109834643,43.617734081539155,1288089,,02997C,Cobrahead,901,W,BANNOCK,ST,35,80,1988-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202958949782158,43.617793773229735,1288090,,02995C,Cobrahead,898,W,BANNOCK,ST,35,80,1988-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.204173312258263,43.618361737672771,1288091,,52780C,Cobrahead,920,W,BANNOCK,ST,35,80,1984-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.151749236827982,43.516712719971068,1288092,2012-06-25T00:00:00.000Z,S00003,Cobrahead,2390,E,FREIGHT,ST,25,70,2009-11-19T00:00:00.000Z,Metal,Boise City,,Solar
-116.248707654521255,43.583364516020744,1288093,2012-10-23T00:00:00.000Z,57631A,Cobrahead,2119,S,PHILLIPPI,ST,25,100,2012-10-04T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.248709620600692,43.585015599741567,1288094,2012-10-23T00:00:00.000Z,57630A,Cobrahead,2011,S,PHILLIPPI,ST,25,100,2012-10-04T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.289516985973179,43.599181091257563,1288095,,00230C,Shoebox,8825,W,SHOUP,DR,25,100,2014-03-21T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.290490773978973,43.598555745221717,1288096,,00229C,Shoebox,8743,W,SHOUP,DR,25,100,2014-03-21T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.201478916364692,43.6147065542064,1288097,,41C42,Historical,608,W,MAIN,ST,13,70,2015-03-11T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.201364318208689,43.61464589914894,1288098,,41C41,Shoebox,600,W,MAIN,ST,15,70,1986-01-01T00:00:00.000Z,Metal,Boise City,Underground,High Pressure Sodium
-116.274334041818122,43.601648652370024,1288099,2015-08-17T00:00:00.000Z,171C02,Cobrahead,331,S,COLE,RD,40,163,2015-07-29T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.204343984305055,43.61821293428364,1288100,,52770C,Cobrahead,230,N,10TH,ST,35,80,1989-06-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.205198864545721,43.618671552390154,1288101,,123C01,Cobrahead,1031,W,BANNOCK,ST,35,80,1992-11-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205541568357134,43.618806153247988,1288102,,123C02,Cobrahead,222,N,11TH,ST,35,80,1992-11-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205722955535322,43.618951669656269,1288103,,123C03,Cobrahead,1100,W,BANNOCK,ST,35,80,,Metal,ACHD,Underground,LED
-116.205902332122733,43.618705793988177,1288104,,123C04,Cobrahead,221,N,11TH,ST,25,80,1984-12-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.206255381867081,43.618334417085229,1288105,,123C11,Cobrahead,1101,W,IDAHO,ST,35,80,1988-05-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.206479886360555,43.618190196665047,1288106,,123C16,Cobrahead,1101,W,IDAHO,ST,35,80,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.207013831580412,43.61756701355359,1288107,,04425C,Cobrahead,1112,W,MAIN,ST,35,80,1992-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.206091750602241,43.6181653440159,1288108,,123C06,Cobrahead,1090,W,IDAHO,ST,35,80,1984-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205949991600775,43.618392382285194,1288109,,123C05,Cobrahead,204,N,11TH,ST,35,80,1992-11-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205111663719705,43.617713983764389,1288110,,60C26,Shoebox,203,N,10TH,ST,35,80,1988-05-01T00:00:00.000Z,Metal,ACHD,Overhead,LED
-116.205317980055895,43.617583451759245,1288111,,52840C,Cobrahead,1001,W,IDAHO,ST,35,80,1984-01-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.204749998425754,43.618101660459246,1288112,2002-05-09T00:00:00.000Z,60C06,Shoebox,211,N,10TH,ST,35,53,1950-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.204082200837149,43.617543300115962,1288113,,03200A,Cobrahead,918,,IDAHO ,ST,30,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Underground,High Pressure Sodium
-116.202290028627075,43.614422145107227,1288114,,01520A,Cobrahead,619,W,MAIN,ST,35,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.201898810571961,43.614221817566168,1288115,,01500A,Cobrahead,603,W,MAIN,ST,35,100,1984-04-01T00:00:00.000Z,Wood,Idaho Power,Overhead,High Pressure Sodium
-116.208268458199242,43.615934255779599,1288116,,04326C,Cobrahead,1080,W,FRONT,ST,35,105,1993-04-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.207537048386243,43.616693924348752,1288117,2001-02-05T00:00:00.000Z,67C07,Cobrahead,1090,W,GROVE,ST,35,80,2000-12-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.206823217848125,43.617408771258283,1288118,,103C06,Cobrahead,1024,W,MAIN,ST,35,80,2013-05-07T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205863334370065,43.616917312164617,1288119,,52985C,Cobrahead,1000,W,MAIN,ST,35,80,1988-05-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.20628657864232,43.615719482071334,1288120,,152C05,Cobrahead,977,W,GROVE,ST,35,80,1989-11-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205848791704724,43.615492012633233,1288121,,152C06,Cobrahead,900,W,GROVE,ST,35,80,1989-12-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.20485804524364,43.616190103647483,1288122,,03280B,Shoebox,901,,MAIN,ST,35,200,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,High Pressure Sodium
-116.205412783326551,43.616500449601283,1288123,,87C10,Historical,9913,W,MAIN,ST,13,70,2013-08-30T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205860539785604,43.616672334887845,1288124,,87C09,Cobrahead,999,W,MAIN,ST,35,80,1987-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.204646342327649,43.616374405607665,1288125,,64C16,Cobrahead,900,W,MAIN,ST,35,80,1988-10-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.205507210517311,43.614526376971362,1288126,,30C03,Historical,860,W,FRONT,ST,13,70,1988-03-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.200415428182993,43.61644201306747,1288127,,38C08,Historical,620,W,BANNOCK,ST,13,70,1987-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
-116.203992306249077,43.617137172529127,1288128,,31310C,Cobrahead,900,W,IDAHO,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.20157140424287,43.615649056200468,1288129,,19871C,Cobrahead,625,W,IDAHO,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.20175915304219,43.615764207517884,1288130,,19872C,Cobrahead,701,W,IDAHO,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.20288033763461,43.616363964732372,1288131,,02525C,Cobrahead,199,N,8TH,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.202762244599541,43.616486118892794,1288132,,31295C,Cobrahead,800,W,IDAHO,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.203948667077952,43.616856868547323,1288133,,31300C,Cobrahead,900,W,IDAHO,ST,35,80,1998-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.204496591136589,43.616292538195992,1288134,,03270C,Cobrahead,100,N,9TH,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.203524603689004,43.615738955493683,1288135,,40C071,Cobrahead,800,W,MAIN,ST,35,80,1988-10-01T00:00:00.000Z,Metal,ACHD,Underground,LED
-116.201505962408305,43.614712835265671,1288136,2000-07-25T00:00:00.000Z,40C030,Shoebox,606,W,MAIN,ST,30,53,1986-01-01T00:00:00.000Z,Metal,Boise City,Underground,LED
